id,set,score,text
24164,9,2,the author organizes this article by first catching the reader's attention with lines 1 and 2 in the introduction with an unbelievable statement that seems false next the author wants to tell you about the history of sattelites and other objects we have sent in to space and how they are still orbiting this earth this lets the reader know there is a ton of waste in our atmosphere crash course and little bits but a big deal tell us how dangerous all of these large and small bits are to astronauts and sattelites at the end of the last paragraph the author concludes that scientists are trying to find a way to clear or avoid these bits of matter therefore that is how the author organizes this article
24165,9,2,the author organizes this article by having headings the heading 'what is space junk' lets you know this passage will be about space junk and what it is each heading helps the reader know exactly what they will be reading about this is a good way of keeping an article organized
24166,9,1,the author first starts out by explaining how space junk got there and the growing knowledge we have of space and its history then he explains how and why satellites are colliding with eachother in every paragraph there is a different explanation of the effects of space junk and debris
24167,9,1,sections
24168,9,0,space travel from 1957 union launched the first space satellite to go to the moon
24169,9,1,the authot begins by catching the reader's attention with several shocking statements once the reader has learned the subject of the article the reader then goes on to explain a simplified history of the subject of space debris after explaining how so many satellites have been put into orbit by multiple nations the author gives a few examples of colisions that have occured in the recent past followed by the damage that can be caused from these crashes the author concludes by highlighting the importance of the subject refering to examples previously stated in the article such as that concerning the lost tool bag
24170,9,0,he organizes like from harmless to harmful saying that it is getting worse and worse over time
24171,9,0,the author starts with shocking statements to grab the readers attention the author then follows by defining the meaning of the articles topic the author uses facts and statistics to suppport his opinion on the dangers of space junk
24172,9,2,the author first uses a funny statement then uses a more serious passage about the begining of satelites then to how these satilites can sometimes crash causing debri to scatter then finally how these little peices of debri can become lethal
24173,9,2,the author of 'orbiting junk' effectively organizes his piece to inform the reader of the dangers of space trash he begins with an introduction and gives the reader interest along with the basic background needed to understand the purpose of the article the author then moves into the section of 'what is space junk ' where he proceeds to the story of the great space invasion he tells the reader of the many satellites within our atmosphere from this race and introduces the idea of the satellite malfunctioning and creating 'space junk ' in 'crash course' and 'little bits but a big deal' the author uses strong language unknown problems with space junk and a real life example to convince the reader of how harmful space junk is to the human race he ends with a conclusive paragraph that the dangers of space junk are actually increasing leaving with the small hope that there is a solution in the works to stop the space pollution
24174,9,2,the author organizes this article so that it is easy for the reader to understand the author starts by explaining what the problem is in the section 'what is space junk ' he then explains in 'crash course' what happens and then in the last section 'little bits but a big deal' the author explains to the reader why this problem is such a big deal
24175,9,2,the author starts out with a humorous exploration of a toolbag which is later explained the tone is switched to a more serious one and talks about how the space junk is dangerous the author brings in some history which is needed to explain a few things afterwards the article tells how the microdebris can destroy things launched into space and gives an analogy to give a picture then ends with how the pollution in space is increasing and how it is a huge problem
24176,9,1,the author organized the article by havinf four different things about space and naming each paragraph with a different title
24177,9,0,from year to year
24178,9,1,the author starts off with questions and then he goes on to talk about things and objects that are out in space next he is talking about collisions and more then even though some things are small that they can still cause a great deal of damage
24179,9,2,he explains what he is talking about by saying he sees some space junk in the sky next he explains what it is and gives some background information on it then he explains how it causes satellites to collide into each other objects in space are considered orbiting satellites which is dangerous for astronauts finally he explaines exactly how it is dangerous and what he can do
24180,9,2,the author organize the article by what is space junk in 1957 the soviet union launched the first artificial satellite the next section is about crash course with no one at the controls dead satellites run the risk of colliding with each other the last section is about little bits but a big deal actually many people do those bits of space debris present a very serious problem
24181,9,0,he organizes it by 'spac junk'
24182,9,1,he starts by creating an introduction which explains the problem in the next paragraph he tells the reader how the problem got there then in the third paragraph he tells you what happened the final paragraph explains the danger ther problem has caused
24183,9,0,he organizes this article in finding the problem providing a reason for that problem and then he demonstraits how people are trying to fix this problem
24184,9,0,orbiting junk over the 52 years he a variety of spacecrft includ space capsules telescope and satelites
24185,9,2,the author organizes the article by headlines he uses the headlines 'what is space junk crash course and little bits but a big deal' to seperate information
24186,9,2,the author organizes the article by using headings the different headings talk about some of the topics that have to do with space junk under the section titled 'what is space junk ' the author explains how the engines used to power spaceships are disintegrated under 'crash course' the author explains how sattelites colide into eachother finally the in 'little bits but big deals' the author explains how the little things that are inspace can potentially cause great problems
24187,9,2,first the author starts out very enthusiastic and wanting to actually tell you about the topic he wants to express the author uses a very catchy introduction and it really got me hooked from the first time i read it then he gets serious and starts telling about how 'space junk' is really a harmfull thing and we are under estimating what it can do then he starts talking about crash course which tells you how people cant control dead satellites but they are still a major threat
24188,9,2,the author breaks the article up into four parts orbiting junk what is space junk crash course and little bits but a big deal
24189,9,0,to help the readers understand whats going on around them
24190,9,1,the author broke the article up into parts in order by explaining what one matter was about and then moving along to the next growing more and more in depth with each passage
24191,9,0,well the author says space junk can become bad and sometimes end up really goood but on the other hand space can always mean damage to other thing that our out in space
24192,9,1,their have been lots of sattilest launched into space in the last 52 years most of them are orbiting the earth over time the sateillite breaks apart due to the lack of maintness
24193,9,2,the author first begins with an introduction to what the article will be about they then move on to overviewing what 'space junk' consists of and how it came to be after that they deliver information about satellites crashing into one another and how that forms debris that orbits around our earth finally they discuss how big of an impact this debris can have on our atmosphere and earth's surface
24194,9,1,he divides the article into smaller subarticles so it is easier to organize what information goes where he has headlines that tell you what he is going to talk about before he begins
24195,9,0,the author organizes this article by problems to how it effects our planets and solar systems this is shown by the 9 through 11th paragragh
24196,9,2,the author organizes the article by explaining what the article is about and then telling how dangerous it can be even if it is only a small piece 'what is space junk ' tells about what it is and how long it has been up there and when they figured out what it was the section 'crash course ' tells about how the little particles in space can damage the satellites even if they are small pieces the last section 'little bits but a big deal ' tells about what the fragments can do to a satellite it also tells how the spacecraft is designed to try to avoid the little particles but sometimes can not avoid them all this article explains what 'space junk' is and how it affects the satellites it also explains how much damage something so little can do
24197,9,1,the author puts the information in sections and titles them so that the reader can better underdstand the importance of what he is trying to get across
24198,9,2,the author organizes the article by putting a title on each different matter that they are addressing 'what is space junk ' describes what it is they are talking about and informing the reader 'crash course' is all about collisions with satellites and other space junk that is orbiting the earth last but not least 'little bits but a big deal' states various instintances where tiny debris can harm the biggest of objects due to the speed that it is traveling and the dangers of having space junk the author let's the reader know what each part will be about
24199,9,1,by labeling what section of the story and what it is going to be about and he keeps it too were he dont jump off of the topic or anything
24200,9,2,the author organizes the article by first introducing the topic and that it poses a threat the author then goes on to give background information about how alot of the debris gets into orbit in the next section section the author describes what happens to the debris when it is outer space and how it can pose major problems finally the author explains the threat of the debris to humans and what is being done to counteract the space pollution
24201,9,1,the author starts out with his thesis statement paragragh then sums everything that he or she wanted us to know in his supporting paragraphs lastly he gave us an introduction and some final facts in the end of his article
24202,9,0,he organizes the article by putting the educational facts in one paragraph and the interesting facts in another he separates all the different things and tells you about them induvidually
24203,9,1,in this article the author organizes the story by arranging it in a good way and not using too much facts starting with descirbing the space debris at the begining was very good because it allowed the reader to know what it is and how it is created also i liked how he ended by putting in a lot of facts and telling us that we are working hard to get rid of the space debris
24204,9,1,the author organizes the article by putting the main topics in seperate paragraphs and explains them throughly each topic is explained and has lots of information about them theres diffferent information in the text but its all refers to orbiting junk
24205,9,2,the author organizes the article in small sections with only a few paragraphs to explain the subtopic in each section the subtopic what is space junk consists of two paragraphs it is all under the main topic orbiting junk
24206,9,1,they organize it in sections explaining space junk and how it all got there they also give history behind it all
24207,9,1,the author organizes this article to put in different important information they also do this so people will not get so confused when they are reading the author also put in the different sections so if you want to read the diiferent parts in a defferent order that they come in the author organizes the article so it has chapters when you read the article it is easier for someone to remember where or what they were reading about
24208,9,0,the auther writes this artical as if he were writing a newsletter
24209,9,2,the author separates the article in 4 different categories the order of the article is the introduction explaining what space junk is explaining what happens in space with the space junk and lastely explaining the dangers of space junk
24210,9,2,the author organizes this article by starting out with a general idea then focusing into details of that idea as you continue on in the section in the introduction the idea of space junk is first introduced in a catchy way next in the first section space junk is defined for the reader and it is explained why space junk is in space then in the next section crash course some problems with space junk are introduced as well as some more details finally in the last section the idea that space junk can be problematic is introduced supporting details are added to the section and then the author wraps up the article the author has organized this article by starting with a general topic of space junk then adding more detail and ideas to that topic as the article continues
24211,9,2,the author starts off by giving background information about junk that orbits in the 'orbiting junk' headline the author then proceeds to give the reader background information on space junk in the 'what is space junk ' headline the author then goes on to talk about spack junk and its path and possible collision course after that the author shows how little pieces of junk can have a huge and costly impact on the space inviornment the passage is written like an essay with an introduction body and a conclusion
24212,9,1,he orgainizes it in many different paragraphs to maybe break down each sudject like he put it in different titles to tell you just the main things about that topic and maybe if its broke down you will understand it more
24213,9,0,the author organize this article form what he now about space and finds information on space the information he finds is that the soviet union had launched the first satellite in space than years later the united states launched there first satellite
24214,9,0,in smaller articles to get the most detail in with the smallest amount of work possible in the most understandable way
24215,9,0,the author organizes the article in a way that allows the reader to understand what is happening most readers do not know what 'space junk' is and the author uses their organization skills to tell the readers how the junk came to be and how dangerous 'space junk' can be
24216,9,1,the author organizes this article in different sections he first starts off with an intro he then has a paragraph about the history of space junk and satellites finally he talks about the importants of dead satellites and small space junk
24217,9,2,the author starts out by telling the reader that a tool bag is floating in space the next section entitled 'what is space junk ' explains how disabled satellites can become junk orbiting the earth the next section entitled 'crash course' explains how satellites can collide with each other and create many more dangerous free orbiting satellites the final section entitled 'little bits but a big deal' expalins how the smallest space junk can create problems such as damage to space craft
24218,9,2,the author put titles about pargraphs that descibe something about space junk the begining of each new section tells you facts about debris or history that gets you interested on reading more what is space junk tells you about how junk got there in the first place talking about the first launch and the space race in the cold war crash course tells you about some of the recent collisions among satelites and what people have left behind little bits but a big deal talks about how even the smallest items can damaged a space craft it also tells about how it is increasing and becoming more of a problem
24219,9,1,the author organizes the article by using a title for each paragraph telling the reader what each section is about
24220,9,0,he explains all the stuff in space and all the things that could happen
24221,9,2,the author organizes the article in discriptive paragraphs the subtitle 'what is space junk' describes the history of space travel and how space junk is created the subtitle 'crash course' provides a specific example of space debris being created the subtitle 'little bits but a big deal' describes the harmful effects of space junk
24222,9,1,like starting off on asking what is all the junk in are space second off crash course they are meaning that are ssatellites are colliding into each other third they put little bits but a big dearl they mean that there anly little pieces of rubbel that is coming back down to are earths surface but there could possible bigger pieces later on that could come back down at us
24223,9,1,the author organizes the article by first starting out with an explanation of spacecrafts first going into space then the author talks about the satellites and when they're broken how much of an impact they have on the earth also the author explains how the space junk and microdebris fields are made and how they cause problems for spacecrafts
24224,9,2,the author first starts off with an interesting introduction by providing rhetorical statements like 'it's a tool bad then the author gives the reader a background on space junk and what it can do out in outer space the author then concludes that this 'debris' or 'junk' can collide in space and the little fragments can cause damage as well as big fragments
24225,9,1,the author organized this article with different tabs he split every paragraph up into different topics
24226,9,2,the author organizes the article by putting it in sections each title foreshadows what the section will most likely be about in the lines ' orbital pathways around our planet that were once clear are now cluttered with the remains of numerous space exploration and satellite missions ' is under the title orbiting junk which fits the title perfectly
24227,9,2,the author begins with an attention grabbing introduction next they explain what caused the 'space junk' to accumulate then the author warns us of what may happen if we continue to pollute space finally the author states facts that support their statement
24228,9,1,the author begins by grabbing the reader's attention with a startling statement he continues to define the terms that will be used later on in the passage while also explaining some of the history behind the subject then the author offers more facts and support for his claims the author ends with a look at how the subject can alter the world around us
24229,9,0,good not to bad
24230,9,0,what the author is saying is that when we send up a satellite eventully they will brake and they wont get fixed so we send another one up their and some times they will crash into one another and that is how we get space trash
24231,9,0,he puts all the most important information at the beginning
24232,9,0,it provides a question and then provides information
24233,9,1,he first starts with an attention getter then he explains to the reader what space junk is when is started and how he uses an example of space junk by talking about serious collisons with unsed satellites he then describes how fast things are really going in space by using sand as an example
24234,9,2,he begins with a simple introduction which catches the readers attention then he to a serious point where the author starts explaining about space junk once he gets to his point he starts explaining on how useful satillites become space junk over time on how it becomes space junk and dont get taken out and stay there orbitting the earth and end up crashing with each other and become more of a problem
24235,9,1,the author organizes the article in catagories
24236,9,1,the author organizes this article by highlighting the headings of each topic allowing it to stand out the author also uses rhetorical questions
24237,9,2,the author organizes this artical very well they get your attewntion with mutipal thing that draw your attention the author breaks all the important information up into paragraphs so the readers knows whats going on and can learn as much as possible for example the crash cource has nothing aboutnspace junk the author does a good job putting all the information that goes together into one paragraph they dont mix it up and confuse the reraders they make it easy to read and packed full with good information
24238,9,0,they oraganize this artical by what happends for time to time
24239,9,2,the author organized this article by using subtitles like 'what is space junk ' first the author grabed the attention of the reader than began to make the article
24240,9,0,they organize the story by date and years the past events and events that happen now
24241,9,0,the author organizes the article in chronological order he or she stated that in 1957 the soviet union launched the first artificial satellite in paragraph 6 they stated that in february 2009 two satellites collided into each other finally in 2008 they wrote about how a tool bag escaped from the international space station iss
24242,9,2,the author organizes this article by an attention grabber then telling us what space junk is netx telling us about the collision of satellites in space then lastly the author explains the dangers of space junk in space no matter how small the space junk is it is dangerous
24243,9,0,the author tell us what happens in space and how space agenices work to keep satellites from crashing to each other
24244,9,2,to begin with the author organizes the article in which he gets the readers attention by saying 'grab your telescope look up at the sky its a comet it's a meteor ' next the author tells the reader all of the background information about the space junk in this section it says 'in 1957 the soviet union launched the first artificial satellite ' then the article tells about the crash course finally it tells about how the little pieces in space are a big deal when they are moving fast these small pieces can cause damage because of the rate of speed that they are moving
24245,9,1,the author opens this article atracting the reader then the author gives us facts about why sapce junk is a serious matter and its increasing so we should work together to make a solution
24246,9,2,the author organizes this article in sections the first paragraph the introduction introduces the topic of the article the second section 'what is space junk ' provides an explanation of what the topic is exactly the third section 'crash course' shows how the problem began the forth section 'little bits but a big deal' shows how important the topic really is in regard to the pollution of the earth
24247,9,2,the author organizes the article into three sections he talks about three very important probles in space one section talks about and describes what is space junk for example it talks about satellites in space and staying there becoming junk the next section talks about space junk crashing into space objects causing harm to space ships the last section talks about a little objects in space can be a big deal
24248,9,2,first theres an introduction and that gets you to want to read and figure out what the purpose of the story is then it explains what space junk is and gives history of how it has been made and some history about satellites after that it gives and example of a time in which an occurance has happened when two satellites collided then the story goes on about what precautions and how dangerous it is when they launch space missions or satellites i thought it was a good way to organize it all
24249,9,0,the author does a very good job of doing the article he tells it step by step so people know what he is saying
24250,9,1,the author organizes this article by putting a hook first 'grab your telescope look up in the sky it's a comet it's a meteor ' then he proceeds to tell a breif hisory than he moves to talking about the actual topic of space junk
24251,9,2,the author organizes the article by dividing it into short sections that build upon each other the introduction serves to catch the reader's attention 'what is space junk' informs the reader about what exactly space junk is and the final two sections inform us of the author's opinions on space junk
24252,9,1,the aurthor organize the article by putting the information about when we start to first put satillites into space and then starts talking about other things about the satillites and ends it with they hope that the space agencies will come together and clear up space junk
24253,9,1,in cadigories
24254,9,1,he seperates different tpoics into different paragraphs in each paragraph he describes the topic and gives examples
24255,9,2,the author organizes the article by breaking it up into smaller bits of information that all have to do with one another subject wise the sections in the article are arranged in a way that is easy to understand and gives information so you understand the next article this is obvious because if the author didnt give you the 'what is space junk ' part you wouldn't understand what space junk is in the next two sections
24256,9,1,in sections to support the authors ideas
24257,9,0,he organize it by putting it in a order where you would understand it better
24258,9,2,the author organizes the article by providing an example of space junk why it is occuring and just how dangerous space junk can be in the first section the writer tells about the tool bag and how orbitals for stalites are cluttered in the second and third sections the writer is explaining what space junk is and how it occurs in the last section the writer talk about the problems space junk is posing and how it is more important than people think this organization is effective because the reader wants to continue reading for explanations and examples
24259,9,1,the arthor gives many details why space junk is not good at all some people don't care when others do the author also puts the details in sections and all the information that they are talking about all in one paragraph and they don't skip around they tell us that some people take it seriously and some people don't play around with things like space junk
24260,9,1,the author puts the information into categories
24261,9,0,he he is careful on how he describes the way space jumk is made
24262,9,2,the author starts on a somewhat fast pace trying to grab the reader's attention it starts with how space junk got there and where it all came from and what they put in space then it goes to 'crash course' which tells about how all them satellites and other space debris collide at speeds that are very fast and finally 'little bits' which is about how the little debris can do a lot of damage to orbiting satellites
24263,9,1,he seperates it into different parts
24264,9,1,the author organizes this article by putting the information in different sections he puts the headings as interesting titles so the reader will be interseted before reading the article at the begging of the stroy he uses a retorical question to grab your attention
24265,9,1,the author has organize the paper from introduction which hooks people to the story then the next paragraph he put the informatiom of the begin of the space and the space junk
24266,9,1,the author organizes the article in a way for you to understand the seriousness of space junk it starts out funny but then goes into seriousness and then ends with satistics overall the author just wants to inform the reader on the seriousness and the dangers of space junk
24267,9,0,aneye catching first line thats works its way into the article while using some unique words to catch your eye
24268,9,2,the author starts off by telling us what space junk is which is debrie from satelittes and tools then he tells us how space junk is created he tells us about the collission of two satellites and about and astronaut dropping a tool box next the author says that even the smallest bits of the space junk is harmfull and can do serious damage finally the author comes up with ways to prevent space junk from harming space crafts
24269,9,1,the author oraganized this article with three different titles that are important about space and what people put out there
24270,9,2,the author uses different titles and descriptions for each of the paragraphs that are used he describes many of the passages by showing what can happen for example in 'crash course' he tells about how satellites can come to collide with each other and cause serious damage and make more space debris also in the passage 'little bits but a big deal' the author shows what can happen to an object whenever it gets hit by debris by noting what a sandblaster can do to a concrete wall
24271,9,1,the auther organizes this pasage vary well in my retrospect the way he or she is trying to orginize the fallowing artical is into littel sections of diffrent paraphrase to help the reader orginize the diffrent information in there head so it makes it well writin
24272,9,0,the article was about how a orbiting junk they talked about tool bag space junk is currently of great
24273,9,0,the author organizes this article with the facts first then alll the supporting details then what hes trying to get across witch would be the space junk can be very harmfull to anyone or anything travling through space
24274,9,2,the author breaks the article into three parts which are what is space junk crash course and little bits but a big deal the author does this so he can get the point of each section across in an easier way to understand
24275,9,2,the author begins with an introduction intended to catch the reader's attention he then explores the topic in more detail using three different sections the first one entitled 'what is space junk ' explains how space junk comes to orbit the earth the next section 'crash course ' describes what happens when multiple pieces of space junk collide finally 'little bits but a big deal ' explains why space junk is a problem and why it is important to find a solution
24276,9,2,the author organizes the article by breaking down the main points into sessions instead of just reading it with no explanation it starts off with a problem the problem is explained the problem happens then finally it says how the problem can be taken care of the introduction is riveting and makes makes people want to read more of the article it holds attention by starting off with seeing something up in the sky the next two paragraphs explian what space junk is it tells what is happening in space and how many problems arrived in space they raise the awarness of what is happening in space and how it could be a problem in the future the section titled crash cousrse tells us the problem it says how it is not safe and how an accident happend in space with all the debris flying around finally the last section tells us how we can care clean up is possible but it is still dangerous in space many fragments float around that cannot be detected it also says that space agencies are working together to make space debris free the article is organized chronoligically they state a problem and throughout the paragraph they say what happens and how efforts are being amde to make it better
24277,9,0,the author gets us thinking about space and the things that go on then gives us the history about the space exploration and the dangers there are in space the author tells us about all the space junk especially that can be seriously dangerous all the information lead up to the fact that there is a lot of junk floating around in space thats dangerous and that the satellites could collide because it has happened before
24278,9,1,he orders the passge by what space junk is how it gets there and the problem it is causing
24279,9,0,this article is based on the organization of things in space such as bad things good things and historical things this article has information about trash in space collision of satellites and junk throughout space
24280,9,1,he puts the article in different sections to organize the main points in each section for example space junk can be anything released into space
24281,9,1,it starts off with startling statements to pull the reader in then goes over a brief history about space junk then explains how dead satellites run the risk of colliding with each other and then talks about the importance of space junk in the paragraph 'little bits but a big deal '
24282,9,2,'what is space junk ' is kind of like an introduction to the seriousness of the passage it tells us some starter facts and other things 'crash course' explains a couple starter facts that introduce us to 'little bits but a big deal' 'little bits but a big deal' kind of wraps up the entire passage and explains into more detail what space junk really is and the dangers of it it explains that it's not going like five miles and hour but thousands
24283,9,0,the author organized the article by stating the problem then telling what they are gives information about how serious this situation is
24284,9,2,the author divides the article into 3 sections and an introduction each section has a main focus but is still an idea within the main topic of space debris the introduction is used to draw the reader in with odd statements that one does not usually here then in the first section the author introduces the topic of space debris and gives a brief explaination the following section explains collisions involving space debris the last section explains the severity of space debris and sumarizes the article
24285,9,2,the author organizes the article by putting the information into catagories they give a brief summary in the introduction and go straight into the first section 'what is space junk ' the author explains what space junk is and how it is formed next they go into what happens if two space satellites collide with each other in the 'crash course' section of the article they give examples about this topic and finally they end the article with the 'little bits but a big deal' section this talks about the seriousness of space junk so overall the author chooses to organize the article by sorting the information into subjects based on the different topics of space junk this makes the article very easy to read and to understand
24286,9,2,the aurthor organizes the article by using headers the author has an introduction and then information on the space junk itself what the space junk does and how big of a deal it is
24287,9,2,the author organizes the article by catching the readers attention with the introduction and then give the reader son historical facts about how the space junk got into space the author then states that the satilites are at a higher risk of coliding with each other and causeing more debry the last section the author mentions is that the smallest debri can cause massive damage to a space craft that is in orbit
24288,9,1,he organizes it by atracting the reader then he goes into telling about the history and other facts about satallites next he tells about the importance of space junk and how it effects us
24289,9,1,he organize the article in section of title
24290,9,2,the author organizes the article in sections furst the author opens with an introduction to grab the readers attention then the author gives some background information about what space junk really is the author than staes an instance where space junsk acused an accident finally the author ends the article by telling of the dangers of space kunk and what it can do to effect the earth
24291,9,1,the author for this article organizes it by first having an interesting hook to draw readers in such as 'grab your telescope look up in the sky it's a comet it's a meteor it's a toolbag ' he then gives readers a little background information on the subject by explaining how space junk came about and how it affects astronauts finally the author ends this article by explaining to readers why space debris is such a huge problem
24292,9,1,the author keeps this article organized by starting out with 'what is space junk' telling and informing the reader about what space junk is and the history of space junk then it goes to the next section going into detail in the 'crash course' artice where it talkes about how space junk is always colliding and in a crash course finially it talks about how the smaller pieces of junk could be the works parts of the junk in the little bits but a big deal' section
24293,9,2,the author organizes the artical by subtitles some of the subtitles they used are what is space junk and crash course
24294,9,2,the author first introduces the idea of space junk and the government's concern with it he then writes of how the 'junk' gets into the atmosphere and who has caused this issue he tells of the variety as well next he points out the danger of dead satellite collisions and again specifies some of the reasons that such debri occur in space he goes on to make sure that all realize that this is dangerous to themselves so that they do not blatantly disregard the article he emphasizes the danger of small particles at high speeds to those on earth and those in space he also writes of the increase in space junk that is occurring due to commercial space travel he also reveals the hope that corporations and nations have to come up with viable solutions to space pollution this organization is done to make sure to hold the interest of the reader until the end so that they will finish reading the article to educate themselves on the issue of space junk and how it pertains to them
24295,9,2,the author organizes the article by giving information about space junk then providing the dangers of it they then explain how space junk is created by space capsules telescopes satellites and even astronauts themselves at the end of the article the author explains ways scientists are trying to solve the problem but will not be able to fully do so this shows how serious the problem is
24296,9,0,it is a great concern to the government around the globe
24297,9,2,he puts it into sections first he tells what space junk is next he tells how it is created last he tells how cares about this and tells that nasa is looking for a solution for space junk
24298,9,1,the author divides them into three catagories to show as much information as possible in the first section he talks aabout the history then in the last two sections he talks about the serious risk of space junk
24299,9,1,i think the author organizes the article very well the author organized it so you know when you are changing subjects and so you will know the different things the author is talking about everything you need to know about space junk is divided into different areas so you won't have to learn about too much at one time
24300,9,2,the author organizes this article by starting it off with an interesting scenario then after he gains our attention he explains what space junk is after that he tells us how even space junk is small it can still provide a large amount of damage because of the speed it is traveling at the author then closes the article by giving in detail how the different space agencies planned to solve the problem of space debris this article was organized to give facts to the reader but at the same time make it easy to understand and interesting
24301,9,1,the article is very well organized it starts out with an introduction that grabs the reader's attention then it gives a definition of the subject of the article it then tells introduces the problems associated and why there needs to be a solution this set up works well because it gives a lot of information but it is easy to understand
24302,9,0,he starts offtalking about the the history then he goes in to more depth about how dangerous they can be and the problems they can cause
24303,9,2,the author organizes this article by explaining what space junk is what space junk can cause and the harm that it can do to the expensive material in space and it also shows how even the smallest material orbiting the earth can be a large hazzard to satellites
24304,9,0,he starts out with a quston and then anssars it
24305,9,2,the author organizees the article in an easy to understand way first the author catches your attention and states the problem then in the section 'what is space junk ' they quickly describe what space junk is and how it is created in the section titled 'crash course' the author shows evidence of satellites colliding and how they produced more microdebris in the final section they explain how the space garbage can cause complications for spacecraft overall the article was assembled in a simple way that made it easy to understand for any reader
24306,9,2,the author organized the article by using an introduction what an attention getter to get the reader's interest he she then uses facts about the history of earth's space invasion which caused the mess of space junk afterwards the author explains that space junk can collide into one another lastly he she explains why it is a big deal to many people why space junk is dangerous
24307,9,0,he puts each peice that goes togather in the same paragraph and is good about it by not leaving antything out
24308,9,0,tolf reder somr happen
24309,9,2,the author organizes the article into four different sections the author first starts the article with an introduction paragraph about space junk that foreshadows what the rest of the article contains then the article has a section that gives background infromation about how space junk came to life the next section gives actual examples of what can happen when random space junk is orbiting the earth finally the last section tells the reader how dangerous space junk can be at high speeds and how this space pollution is still affecting space travel today
24310,9,1,the author does not mix around his information in one paragraph he is telling you about things up in space in another paragraph he may be saying something like how satelittes are controled so there are no crashes
24311,9,0,he organizes the articles by importance
24312,9,0,he puts what matters first like what is space junk and then goes on too things that happen in the 1900's and how space junk in polluting
24313,9,1,they first start off with somthing to get your atecntion then they inform you about what space junk it then they tell what it can do to hurt space traveling then they tell you how much damage can be done by the debris then last they tell you the problem is increasing and that the world needs to work together to figure out how to fix it
24314,9,1,the author dreate subtitles for each section when he changes what he is talking about
24315,9,0,the organization of this article tells you little by little to show how it can be a big deal from the beginning to the end
24316,9,1,the author organizes the article by using an introductory paragraph that catches the readers attention the author then moves on in the next paragraph and talks about the dangers that space exploration puts on the earth by leaving behind debrie as the article goes on it discusses how dangerous collisons from these debries are too
24317,9,1,the author organizes this article by having rhetorical questions to get the reader's attention and then he gets serious and tells some historical facts about the space debris after he states that he tells more about the satellites and other machines in space used for world communication
24318,9,2,he begins with an introduction and then goes on the describe what space junk is then talks about a crashing of satellites and then finally why such small pieces are such a big deal
24319,9,0,the article is organized by giving definition asking questions and giving examples an example is 'what is space junk ' and it tells definition and how it effects astronauts
24320,9,1,at first the author let's us know what they will be talking about after that they tell us and give examples of what 'space junk' is then they argue there point on how dangerous and harmful it is
24321,9,2,the author starts out in the introduction by really getting you ready for what is to come in the fourth to fifth paragraph she explains what the space junk is and what it means for us in the crash course section she talks about satellites and how they have failed to work before and how that affects things in the last section she explains why that space junk is harmful and what it does for space exploration
